x,y,z1,z2,z3,z4
1.35,0.75,-100.9394292,0.040757408,-0.035241793,-0.005515616
1.35,0.8,-100.9413985,0.020236047,-0.008015515,-0.012220532
1.35,0.85,-100.9412007,0.008008016,0.011031692,-0.019039709
1.35,0.9,-100.9395058,0.001998499,0.023965317,-0.025963816
1.35,0.95,-100.9368162,0.000666504,0.032305757,-0.032972261
1.35,1,-100.9335093,0.002836207,0.03719405,-0.040030256
1.35,1.05,-100.9298686,0.007588258,0.039500566,-0.047088824
1.35,1.1,-100.9261048,0.014188237,0.03989888,-0.054087117
1.35,1.15,-100.9223722,0.022039712,0.038916415,-0.060956127
1.35,1.2,-100.9187809,0.030652889,0.036970187,-0.067623076
1.35,1.25,-100.9154057,0.039623587,0.034392322,-0.074015909
1.35,1.3,-100.9122932,0.048620284,0.031447268,-0.080067551
1.35,1.35,-100.9094679,0.057375643,0.028344168,-0.085719811
1.35,1.4,-100.9069368,0.065682402,0.025244431,-0.090926833
1.35,1.45,-100.9046935,0.073390428,0.022267464,-0.095657892
1.35,1.5,-100.9027224,0.08040388,0.019495267,-0.099899147
1.35,1.55,-100.9010014,0.086677353,0.016976531,-0.103653885
1.35,1.6,-100.8995056,0.092207969,0.014733027,-0.106940996
1.35,1.65,-100.8982086,0.097027123,0.012764728,-0.109791851
1.35,1.7,-100.8970852,0.1011891,0.011057102,-0.112246202
1.35,1.75,-100.8961116,0.104760923,0.009587041,-0.114347964
1.35,1.8,-100.8952669,0.107814677,0.008326906,-0.116141583
1.35,1.85,-100.8945323,0.110420472,0.007248935,-0.117669408
1.35,1.9,-100.8938921,0.11264305,0.006327023,-0.118970074
1.35,1.95,-100.8933325,0.114540614,0.005537155,-0.120077769
1.35,2,-100.8928422,0.116163449,0.004858664,-0.121022113
1.35,2.05,-100.8924114,0.117554171,0.004274207,-0.121828378
1.35,2.1,-100.892032,0.118749266,0.003768667,-0.122517933
1.35,2.15,-100.8916972,0.119779407,0.003329352,-0.123108759
1.35,2.2,-100.8914011,0.120669682,0.002946247,-0.123615929
1.35,2.25,-100.8911389,0.121441074,0.002610975,-0.124052049
1.35,2.3,-100.8909064,0.122111501,0.002316209,-0.12442771
1.35,2.35,-100.8907001,0.122695745,0.002056078,-0.124751823
1.35,2.4,-100.8905169,0.123205826,0.001826031,-0.125031857
1.35,2.45,-100.8903542,0.123651866,0.001622224,-0.12527409
1.35,2.5,-100.8902097,0.124042588,0.001441289,-0.125483877
1.35,2.55,-100.8900812,0.124385359,0.001280425,-0.125665784
1.35,2.6,-100.8899671,0.124686388,0.001137263,-0.125823651
1.35,2.65,-100.8898658,0.124950772,0.001009961,-0.125960733
1.35,2.7,-100.8897758,0.125182886,0.000896965,-0.126079851
1.35,2.75,-100.8896959,0.125386936,0.000796485,-0.126183421
1.35,2.8,-100.889625,0.125566732,0.000706777,-0.12627351
1.35,2.85,-100.8895621,0.12572524,0.000626688,-0.126351928
1.35,2.9,-100.8895063,0.12586464,0.000555603,-0.126420243
1.35,2.95,-100.8894568,0.125987038,0.00049266,-0.126479698
1.35,3,-100.889413,0.126094787,0.000436592,-0.12653138
1.35,3.05,-100.8893741,0.126189944,0.000386397,-0.126576341
1.35,3.1,-100.8893398,0.126273942,0.000341638,-0.12661558
1.35,3.15,-100.8893094,0.126347994,0.000301863,-0.126649857
1.35,3.2,-100.8892826,0.126413195,0.000266462,-0.126679658
1.35,3.25,-100.8892589,0.126470439,0.000234979,-0.126705418
1.35,3.3,-100.8892381,0.126520742,0.000206979,-0.126727721
1.35,3.35,-100.8892197,0.12656495,0.000182243,-0.126747193
1.35,3.4,-100.8892035,0.12660396,0.00016027,-0.126764231
1.35,3.45,-100.8891894,0.126638577,0.000140465,-0.126779042
1.35,3.5,-100.8891769,0.126669188,0.000122599,-0.126791787
1.35,3.55,-100.8891661,0.1266958,0.000106841,-0.126802641
1.35,3.6,-100.8891567,0.126718734,9.3251e-05,-0.126811985
1.35,3.65,-100.8891484,0.126738607,8.1558e-05,-0.126820165
1.35,3.7,-100.8891412,0.126756114,7.1162e-05,-0.126827276
1.35,3.75,-100.889135,0.126771729,6.1638e-05,-0.126833367
1.35,3.8,-100.8891296,0.126785627,5.2873e-05,-0.1268385
1.35,3.85,-100.8891249,0.126797705,4.5046e-05,-0.126842751
1.35,3.9,-100.889121,0.126807687,3.8589e-05,-0.126846276
1.35,3.95,-100.8891176,0.126815941,3.3427e-05,-0.126849368
1.35,4,-100.8891147,0.12682306,2.9006e-05,-0.126852066
1.4,0.5,-100.8527119,0.428617551,-0.449515449,0.020897898
1.4,0.55,-100.8877298,0.284733532,-0.300587071,0.015853539
1.4,0.6,-100.9108946,0.185067614,-0.195740813,0.010673199
1.4,0.65,-100.9256643,0.115697808,-0.121051914,0.005354106
1.4,0.7,-100.9344329,0.067604534,-0.067506736,-9.78E-05
1.4,0.75,-100.9388963,0.034784282,-0.029105186,-0.005679096
1.4,0.8,-100.9402797,0.013144324,-0.001750286,-0.011394037
1.4,0.85,-100.9394837,-0.000176186,0.017427128,-0.017250942
1.4,0.9,-100.9371786,-0.007229905,0.030484541,-0.023254636
1.4,0.95,-100.9338679,-0.00952953,0.03892935,-0.02939982
1.4,1,-100.9299316,-0.00822047,0.043887652,-0.035667182
1.4,1.05,-100.9256569,-0.0041933,0.04621555,-0.04202225
1.4,1.1,-100.9212599,0.001841522,0.046574981,-0.048416503
1.4,1.15,-100.9169011,0.009304641,0.04548558,-0.054790221
1.4,1.2,-100.9126969,0.017715455,0.043360969,-0.061076424
1.4,1.25,-100.9087291,0.026670983,0.040534251,-0.067205234
1.4,1.3,-100.9050507,0.035833223,0.037274889,-0.073108112
1.4,1.35,-100.9016919,0.044920991,0.033800647,-0.078721639
1.4,1.4,-100.8986645,0.053706118,0.030284674,-0.083990792
1.4,1.45,-100.895966,0.062011084,0.026860619,-0.088871702
1.4,1.5,-100.8935826,0.069707459,0.023626294,-0.093333753
1.4,1.55,-100.8914932,0.076714812,0.020646343,-0.097361155
1.4,1.6,-100.8896718,0.082995267,0.017957321,-0.100952588
1.4,1.65,-100.8880902,0.088549888,0.015570981,-0.104120869
1.4,1.7,-100.88672,0.093408424,0.013481147,-0.106889571
1.4,1.75,-100.8855339,0.097621467,0.011669088,-0.109290555
1.4,1.8,-100.8845069,0.101252056,0.010108207,-0.111360262
1.4,1.85,-100.8836167,0.104367318,0.008769292,-0.113136611
1.4,1.9,-100.8828437,0.10703347,0.007623192,-0.114656661
1.4,1.95,-100.882171,0.10931319,0.00664199,-0.11595518
1.4,2,-100.8815841,0.111262633,0.005800922,-0.117063555
1.4,2.05,-100.881071,0.11293095,0.005078637,-0.118009587
1.4,2.1,-100.8806213,0.114361096,0.004456366,-0.118817462
1.4,2.15,-100.8802262,0.115589804,0.003918185,-0.119507988
1.4,2.2,-100.8798786,0.116647666,0.003451251,-0.120098917
1.4,2.25,-100.8795721,0.117560499,0.003044792,-0.120605292
1.4,2.3,-100.8793016,0.118350349,0.002689492,-0.121039841
1.4,2.35,-100.8790625,0.119035531,0.002377788,-0.121413319
1.4,2.4,-100.8788511,0.119631104,0.002103677,-0.121734781
1.4,2.45,-100.878664,0.120149704,0.001862145,-0.122011848
1.4,2.5,-100.8784983,0.120602081,0.001648892,-0.122250973
1.4,2.55,-100.8783516,0.120997352,0.00146027,-0.122457622
1.4,2.6,-100.8782217,0.121343212,0.001293198,-0.12263641
1.4,2.65,-100.8781066,0.121645976,0.001145266,-0.122791242
1.4,2.7,-100.8780047,0.121910985,0.00101446,-0.122925445
1.4,2.75,-100.8779144,0.12214328,0.000898562,-0.123041843
1.4,2.8,-100.8778345,0.122347345,0.000795518,-0.123142863
1.4,2.85,-100.8777637,0.122526705,0.000703924,-0.123230629
1.4,2.9,-100.8777011,0.122684118,0.000622829,-0.123306947
1.4,2.95,-100.8776458,0.122822175,0.000551083,-0.123373258
1.4,3,-100.8775968,0.122943466,0.000487349,-0.123430815
1.4,3.05,-100.8775534,0.123050231,0.000430597,-0.123480827
1.4,3.1,-100.8775152,0.12314417,0.000380235,-0.123524405
1.4,3.15,-100.8774814,0.123226891,0.000335494,-0.123562384
1.4,3.2,-100.8774516,0.123299768,0.000295601,-0.123595369
1.4,3.25,-100.8774254,0.123363738,0.000260156,-0.123623894
1.4,3.3,-100.8774023,0.123419734,0.000228866,-0.123648601
1.4,3.35,-100.877382,0.123468753,0.000201375,-0.123670128
1.4,3.4,-100.8773642,0.123511945,0.000176934,-0.123688879
1.4,3.45,-100.8773485,0.123550256,0.000154874,-0.12370513
1.4,3.5,-100.8773349,0.123584183,0.000134947,-0.12371913
1.4,3.55,-100.877323,0.123613733,0.000117398,-0.12373113
1.4,3.6,-100.8773126,0.123639049,0.000102443,-0.123741492
1.4,3.65,-100.8773035,0.123660937,8.9556e-05,-0.123750492
1.4,3.7,-100.8772956,0.123680208,7.8034e-05,-0.123758242
1.4,3.75,-100.8772888,0.123697375,6.747e-05,-0.123764845
1.4,3.8,-100.8772828,0.123712655,5.7764e-05,-0.123770419
1.4,3.85,-100.8772778,0.123725996,4.912e-05,-0.123775116
1.4,3.9,-100.8772735,0.12373703,4.2084e-05,-0.123779115
1.4,3.95,-100.8772698,0.123746086,3.6474e-05,-0.12378256
1.4,4,-100.8772666,0.123753908,3.1577e-05,-0.123785485
1.45,0.5,-100.8544849,0.42818199,-0.444975805,0.016793815
1.45,0.55,-100.8890678,0.283311327,-0.295917583,0.012606257
1.45,0.6,-100.9117849,0.182647741,-0.190934011,0.008286271
1.45,0.65,-100.9260941,0.112277585,-0.116112289,0.003834704
1.45,0.7,-100.93439,0.063182361,-0.062439424,-0.000742938
1.45,0.75,-100.9383684,0.029354149,-0.023907018,-0.005447131
1.45,0.8,-100.9392541,0.006698287,0.003589997,-0.010288283
1.45,0.85,-100.9379463,-0.007639587,0.022922063,-0.015282475
1.45,0.9,-100.9351144,-0.015696378,0.03614032,-0.020443942
1.45,0.95,-100.9312618,-0.018961825,0.044740386,-0.02577856
1.45,1,-100.9267699,-0.018554159,0.049833755,-0.031279597
1.45,1.05,-100.9219284,-0.015335786,0.052261396,-0.036925609
1.45,1.1,-100.9169573,-0.009991269,0.052671562,-0.042680292
1.45,1.15,-100.9120223,-0.003079093,0.051573265,-0.048494172
1.45,1.2,-100.907246,0.004934266,0.04937359,-0.054307856
1.45,1.25,-100.9027162,0.013652736,0.046403519,-0.060056255
1.45,1.3,-100.8984926,0.022738483,0.042934547,-0.065673031
1.45,1.35,-100.8946114,0.031904578,0.039190048,-0.071094626
1.45,1.4,-100.8910897,0.04091186,0.035351733,-0.076263593
1.45,1.45,-100.8879293,0.049567028,0.031564158,-0.081131186
1.45,1.5,-100.8851198,0.057721531,0.027937781,-0.085659312
1.45,1.55,-100.8826422,0.065270806,0.02455096,-0.089821766
1.45,1.6,-100.8804712,0.072151601,0.021453581,-0.093605182
1.45,1.65,-100.8785782,0.078338038,0.018669963,-0.097008
1.45,1.7,-100.8769331,0.083836066,0.016203854,-0.100039921
1.45,1.75,-100.8755064,0.08867571,0.014043749,-0.102719459
1.45,1.8,-100.8742703,0.092904195,0.01216727,-0.105071464
1.45,1.85,-100.8731991,0.096577774,0.010546755,-0.107124529
1.45,1.9,-100.8722701,0.099756197,0.009152529,-0.108908726
1.45,1.95,-100.8714633,0.102499014,0.007954852,-0.110453866
1.45,2,-100.8707615,0.104862067,0.006926292,-0.111788359
1.45,2.05,-100.8701499,0.106896025,0.006042473,-0.112938498
1.45,2.1,-100.8696158,0.108646568,0.005281577,-0.113928145
1.45,2.15,-100.8691485,0.110153912,0.004624762,-0.114778673
1.45,2.2,-100.8687391,0.111452539,0.004056482,-0.115509021
1.45,2.25,-100.8683796,0.112572299,0.003563538,-0.116135837
1.45,2.3,-100.8680636,0.113539186,0.003134472,-0.116673658
1.45,2.35,-100.8677856,0.114375205,0.002759869,-0.117135074
1.45,2.4,-100.8675406,0.115099039,0.002432078,-0.117531117
1.45,2.45,-100.8673247,0.115726444,0.002144703,-0.117871147
1.45,2.5,-100.8671342,0.116270959,0.001892271,-0.11816323
1.45,2.55,-100.8669662,0.116744151,0.001670138,-0.118414289
1.45,2.6,-100.8668178,0.117155902,0.001474352,-0.118630254
1.45,2.65,-100.8666868,0.117514386,0.001301786,-0.118816172
1.45,2.7,-100.8665711,0.117826572,0.001149798,-0.11897637
1.45,2.75,-100.866469,0.118098815,0.001015661,-0.119114476
1.45,2.8,-100.8663787,0.118336697,0.000896924,-0.119233622
1.45,2.85,-100.866299,0.118544667,0.000791851,-0.119336518
1.45,2.9,-100.8662287,0.118726373,0.000699092,-0.119425464
1.45,2.95,-100.8661666,0.118885183,0.000617158,-0.119502341
1.45,3,-100.8661118,0.119024162,0.000544599,-0.119568761
1.45,3.05,-100.8660634,0.119145897,0.000480309,-0.119626206
1.45,3.1,-100.8660208,0.11925251,0.00042348,-0.11967599
1.45,3.15,-100.8659832,0.119346087,0.000373054,-0.119719141
1.45,3.2,-100.8659501,0.119428368,0.00032811,-0.119756478
1.45,3.25,-100.865921,0.119500471,0.000288235,-0.119788706
1.45,3.3,-100.8658955,0.119563321,0.000253238,-0.119816558
1.45,3.35,-100.865873,0.119618132,0.000222571,-0.119840704
1.45,3.4,-100.8658533,0.1196663,0.000195307,-0.119861608
1.45,3.45,-100.865836,0.119708918,0.000170733,-0.119879651
1.45,3.5,-100.865821,0.119746602,0.000148585,-0.119895187
1.45,3.55,-100.8658079,0.119779434,0.000129126,-0.11990856
1.45,3.6,-100.8657965,0.119807497,0.000112602,-0.119920098
1.45,3.65,-100.8657865,0.119831721,9.831e-05,-0.119930031
1.45,3.7,-100.8657779,0.119853013,8.5504e-05,-0.119938517
1.45,3.75,-100.8657703,0.119871919,7.3797e-05,-0.119945716
1.45,3.8,-100.8657639,0.119888699,6.311e-05,-0.119951809
1.45,3.85,-100.8657584,0.119903322,5.3694e-05,-0.119957016
1.45,3.9,-100.8657537,0.119915509,4.601e-05,-0.119961519
1.45,3.95,-100.8657496,0.119925526,3.9798e-05,-0.119965324
1.45,4,-100.8657461,0.119934151,3.4334e-05,-0.119968485
1.5,0.5,-100.8559123,0.427675228,-0.441218895,0.013543667
1.5,0.55,-100.8901345,0.281963152,-0.292035346,0.010072194
1.5,0.6,-100.9124786,0.180445397,-0.186923216,0.006477819
1.5,0.65,-100.926403,0.109215322,-0.111978012,0.00276269
1.5,0.7,-100.9343025,0.059253596,-0.058184353,-0.001069243
1.5,0.75,-100.9378729,0.024545208,-0.019523854,-0.005021354
1.5,0.8,-100.9383378,0.000989627,0.008117562,-0.00910719
1.5,0.85,-100.9365946,-0.014266432,0.027612799,-0.013346367
1.5,0.9,-100.9333112,-0.023250459,0.04100846,-0.017758001
1.5,0.95,-100.9289901,-0.027435432,0.049790447,-0.022355015
1.5,1,-100.9240126,-0.027917206,0.055057243,-0.027140037
1.5,1.05,-100.9186703,-0.025532514,0.057635158,-0.032102644
1.5,1.1,-100.9131858,-0.020939932,0.058157867,-0.037217935
1.5,1.15,-100.907729,-0.014674932,0.057121703,-0.042446772
1.5,1.2,-100.9024278,-0.00718665,0.054924573,-0.047737923
1.5,1.25,-100.897376,0.001139128,0.051892711,-0.053031839
1.5,1.3,-100.8926392,0.009967888,0.048297402,-0.05826529
1.5,1.35,-100.8882597,0.019010162,0.04436577,-0.063375932
1.5,1.4,-100.8842599,0.028019749,0.04028638,-0.068306129
1.5,1.45,-100.8806464,0.036792872,0.0362129,-0.073005771
1.5,1.5,-100.8774126,0.045167721,0.032266449,-0.07743417
1.5,1.55,-100.8745421,0.053024288,0.028536909,-0.081561198
1.5,1.6,-100.8720111,0.060281768,0.025086023,-0.085367792
1.5,1.65,-100.8697916,0.066896652,0.021949142,-0.088845794
1.5,1.7,-100.867853,0.072857335,0.019139755,-0.09199709
1.5,1.75,-100.8661645,0.078178089,0.016653995,-0.094832084
1.5,1.8,-100.8646962,0.082892944,0.014474747,-0.097367691
1.5,1.85,-100.8634203,0.087047851,0.0125773,-0.099625151
1.5,1.9,-100.8623115,0.090695006,0.010932968,-0.101627974
1.5,1.95,-100.8613472,0.093888679,0.009511564,-0.103400243
1.5,2,-100.8605079,0.096681129,0.008284281,-0.104965411
1.5,2.05,-100.8597765,0.099120696,0.00722481,-0.106345506
1.5,2.1,-100.8591381,0.101251485,0.006309222,-0.107560708
1.5,2.15,-100.8585803,0.103112665,0.005516578,-0.108629244
1.5,2.2,-100.8580923,0.104738281,0.004829283,-0.109567563
1.5,2.25,-100.8576649,0.106157878,0.004232279,-0.110390157
1.5,2.3,-100.8572901,0.107397611,0.003712393,-0.111110004
1.5,2.35,-100.8569613,0.108480015,0.003258662,-0.111738677
1.5,2.4,-100.8566725,0.109424385,0.002862148,-0.112286533
1.5,2.45,-100.8564188,0.110247776,0.002515158,-0.112762933
1.5,2.5,-100.8561959,0.110965119,0.002211058,-0.113176177
1.5,2.55,-100.8559998,0.11158945,0.001944268,-0.113533718
1.5,2.6,-100.8558274,0.112132399,0.001709989,-0.113842388
1.5,2.65,-100.8556758,0.112604072,0.00150426,-0.114108332
1.5,2.7,-100.8555424,0.113013226,0.001323731,-0.114336956
1.5,2.75,-100.8554249,0.113368164,0.001165057,-0.114533221
1.5,2.8,-100.8553216,0.113676183,0.001025257,-0.11470144
1.5,2.85,-100.8552307,0.113943295,0.000902129,-0.114845424
1.5,2.9,-100.8551507,0.114174669,0.000793886,-0.114968555
1.5,2.95,-100.8550802,0.114375206,0.000698635,-0.115073841
1.5,3,-100.8550183,0.114549208,0.000614633,-0.115163841
1.5,3.05,-100.8549638,0.114700162,0.000540574,-0.115240737
1.5,3.1,-100.8549158,0.114831042,0.000475395,-0.115306437
1.5,3.15,-100.8548737,0.114944834,0.000417766,-0.1153626
1.5,3.2,-100.8548367,0.11504405,0.000366574,-0.115410624
1.5,3.25,-100.8548042,0.115130377,0.000321299,-0.115451676
1.5,3.3,-100.8547758,0.115205054,0.000281728,-0.115486782
1.5,3.35,-100.8547509,0.115269693,0.000247127,-0.11551682
1.5,3.4,-100.854729,0.115326075,0.000216431,-0.115542506
1.5,3.45,-100.8547099,0.11537558,0.000188876,-0.115564456
1.5,3.5,-100.8546932,0.115419049,0.000164171,-0.11558322
1.5,3.55,-100.8546787,0.115456756,0.000142539,-0.115599296
1.5,3.6,-100.8546662,0.115488934,0.000124119,-0.115613053
1.5,3.65,-100.8546552,0.115516623,0.000108141,-0.115624764
1.5,3.7,-100.8546457,0.11554084,9.3841e-05,-0.115634681
1.5,3.75,-100.8546374,0.115562204,8.0844e-05,-0.115643049
1.5,3.8,-100.8546304,0.115581028,6.9099e-05,-0.115650126
1.5,3.85,-100.8546243,0.11559731,5.8892e-05,-0.115656203
1.5,3.9,-100.8546192,0.115611003,5.0444e-05,-0.115661447
1.5,3.95,-100.8546147,0.115622348,4.3474e-05,-0.115665822
1.5,4,-100.8546109,0.115632062,3.7342e-05,-0.115669403
1.55,0.5,-100.8570645,0.42717371,-0.438112076,0.010938366
1.55,0.55,-100.8909877,0.280749625,-0.288813064,0.008063439
1.55,0.6,-100.9130219,0.178506293,-0.183584065,0.005077771
1.55,0.65,-100.9266254,0.106543049,-0.108525923,0.001982873
1.55,0.7,-100.9341934,0.055839182,-0.05461955,-0.001219632
1.55,0.75,-100.9374213,0.020371946,-0.015836889,-0.004535057
1.55,0.8,-100.9375314,-0.003966999,0.011944625,-0.007977626
1.55,0.85,-100.9354192,-0.020033741,0.031600895,-0.011567154
1.55,0.9,-100.9317506,-0.029851783,0.045175808,-0.015324025
1.55,0.95,-100.9270267,-0.034883396,0.054148115,-0.019264719
1.55,1,-100.9216285,-0.036207531,0.059605785,-0.023398254
1.55,1.05,-100.9158478,-0.034638971,0.062362086,-0.027723115
1.55,1.1,-100.9099092,-0.030811562,0.063036296,-0.032224735
1.55,1.15,-100.9039859,-0.025236507,0.062110709,-0.036874203
1.55,1.2,-100.8982101,-0.018342846,0.059971656,-0.04162881
1.55,1.25,-100.892681,-0.010502976,0.056937909,-0.046434933
1.55,1.3,-100.8874701,-0.002045684,0.053278213,-0.051232529
1.55,1.35,-100.8826254,0.006738476,0.049221807,-0.055960283
1.55,1.4,-100.8781749,0.015597187,0.044963046,-0.060560233
1.55,1.45,-100.8741298,0.024317293,0.04066391,-0.064981203
1.55,1.5,-100.8704876,0.032725611,0.036455344,-0.069180955
1.55,1.55,-100.8672347,0.040689498,0.032437796,-0.073127294
1.55,1.6,-100.8643494,0.048114717,0.028683699,-0.076798416
1.55,1.65,-100.8618045,0.054944074,0.025238606,-0.08018268
1.55,1.7,-100.8595696,0.061152732,0.022125116,-0.083277849
1.55,1.75,-100.8576129,0.066742986,0.019346847,-0.086089833
1.55,1.8,-100.8559034,0.071738835,0.0168922,-0.088631034
1.55,1.85,-100.8544112,0.076178523,0.01473995,-0.090918473
1.55,1.9,-100.8531092,0.080108888,0.012863065,-0.092971953
1.55,1.95,-100.8519727,0.083580904,0.011231556,-0.09481246
1.55,2,-100.85098,0.086645122,0.009815795,-0.096460917
1.55,2.05,-100.8501119,0.089349339,0.008587981,-0.09793732
1.55,2.1,-100.849352,0.091737818,0.007522403,-0.099260221
1.55,2.15,-100.848686,0.093850213,0.006596303,-0.100446516
1.55,2.2,-100.8481017,0.095721165,0.005790252,-0.101511417
1.55,2.25,-100.8475885,0.097380931,0.005087448,-0.102468378
1.55,2.3,-100.8471375,0.098856055,0.004473246,-0.1033293
1.55,2.35,-100.8467408,0.100169475,0.003935333,-0.104104809
1.55,2.4,-100.8463917,0.101340596,0.003463614,-0.10480421
1.55,2.45,-100.8460845,0.102386257,0.003049375,-0.105435633
1.55,2.5,-100.8458139,0.103321337,0.002684949,-0.106006286
1.55,2.55,-100.8455757,0.104158384,0.002364014,-0.106522398
1.55,2.6,-100.845366,0.104908192,0.002081355,-0.106989547
1.55,2.65,-100.8451813,0.105580585,0.001832341,-0.107412926
1.55,2.7,-100.8450188,0.106183952,0.001612875,-0.107796827
1.55,2.75,-100.8448757,0.106725349,0.001419355,-0.108144704
1.55,2.8,-100.8447499,0.107211605,0.001248464,-0.108460069
1.55,2.85,-100.8446392,0.107648589,0.00109749,-0.10874608
1.55,2.9,-100.8445419,0.108040804,0.000964471,-0.109005275
1.55,2.95,-100.8444564,0.108392644,0.000847457,-0.1092401
1.55,3,-100.8443813,0.10870882,0.000744189,-0.109453009
1.55,3.05,-100.8443154,0.108992941,0.000652837,-0.109645777
1.55,3.1,-100.8442576,0.109247075,0.000572268,-0.109819343
1.55,3.15,-100.844207,0.109473791,0.000501329,-0.109975121
1.55,3.2,-100.8441626,0.10967668,0.000438702,-0.110115382
1.55,3.25,-100.8441238,0.10985862,0.00038343,-0.11024205
1.55,3.3,-100.84409,0.110020775,0.0003349,-0.110355675
1.55,3.35,-100.8440604,0.110163886,0.000292489,-0.110456375
1.55,3.4,-100.8440345,0.110290242,0.000255122,-0.110545364
1.55,3.45,-100.844012,0.110402196,0.000221864,-0.11062406
1.55,3.5,-100.8439925,0.110501417,0.000192242,-0.110693659
1.55,3.55,-100.8439756,0.110588318,0.000166346,-0.110754664
1.55,3.6,-100.8439609,0.110663312,0.000144254,-0.110807566
1.55,3.65,-100.8439482,0.110728171,0.000125137,-0.110853309
1.55,3.7,-100.8439372,0.110784717,0.000108156,-0.110892872
1.55,3.75,-100.8439277,0.11083413,9.287e-05,-0.110927
1.55,3.8,-100.8439196,0.110876951,7.9194e-05,-0.110956145
1.55,3.85,-100.8439127,0.110913125,6.7394e-05,-0.110980519
1.55,3.9,-100.8439068,0.110943155,5.7571e-05,-0.111000726
1.55,3.95,-100.8439018,0.110968438,4.9372e-05,-0.11101781
1.55,4,-100.8438975,0.110990113,4.2184e-05,-0.111032298
1.6,0.5,-100.8579947,0.42672315,-0.435544111,0.008820961
1.6,0.55,-100.8916704,0.279699838,-0.286141691,0.006441853
1.6,0.6,-100.9134472,0.176843592,-0.18080798,0.003964388
1.6,0.65,-100.9267835,0.104258523,-0.105646876,0.001388353
1.6,0.7,-100.9340746,0.052922591,-0.051635552,-0.001287038
1.6,0.75,-100.9370153,0.016805998,-0.012737927,-0.004068071
1.6,0.8,-100.9368264,-0.008207727,0.015175636,-0.006967909
1.6,0.85,-100.9344019,-0.024979691,0.03498411,-0.010004419
1.6,0.9,-100.9304057,-0.035533543,0.048730345,-0.013196802
1.6,0.95,-100.9253373,-0.041326109,0.057888636,-0.016562527
1.6,1,-100.9195765,-0.043424908,0.063539403,-0.020114494
1.6,1.05,-100.9134151,-0.042627303,0.066485322,-0.023858018
1.6,1.1,-100.9070786,-0.039544844,0.067332462,-0.027787618
1.6,1.15,-100.9007424,-0.034664259,0.066548582,-0.031884323
1.6,1.2,-100.8945423,-0.028391935,0.064506351,-0.036114416
1.6,1.25,-100.8885823,-0.021083402,0.061514209,-0.040430807
1.6,1.3,-100.8829394,-0.013058582,0.057835577,-0.044776995
1.6,1.35,-100.8776673,-0.004607364,0.053699827,-0.049092463
1.6,1.4,-100.8727997,0.004012318,0.049306037,-0.053318355
1.6,1.45,-100.8683526,0.012577791,0.044824049,-0.05740184
1.6,1.5,-100.8643275,0.02090445,0.040394404,-0.061298854
1.6,1.55,-100.860714,0.028847553,0.036127803,-0.064975356
1.6,1.6,-100.8574925,0.036300664,0.032106884,-0.068407548
1.6,1.65,-100.8546372,0.043194625,0.028386836,-0.07158146
1.6,1.7,-100.8521177,0.049493208,0.02499888,-0.074492087
1.6,1.75,-100.8499022,0.055188337,0.021953862,-0.077142199
1.6,1.8,-100.8479584,0.060295141,0.019245728,-0.079540869
1.6,1.85,-100.8462552,0.064844808,0.016857021,-0.081701829
1.6,1.9,-100.8447636,0.068879025,0.014762811,-0.083641836
1.6,1.95,-100.8434571,0.072445383,0.012933823,-0.085379206
1.6,2,-100.8423121,0.075592513,0.011340085,-0.086932598
1.6,2.05,-100.8413077,0.078367384,0.009952767,-0.088320151
1.6,2.1,-100.8404256,0.080814198,0.008744755,-0.089558953
1.6,2.15,-100.8396503,0.082973045,0.007691732,-0.090664777
1.6,2.2,-100.8389679,0.084879321,0.006772645,-0.091651965
1.6,2.25,-100.8383668,0.086564095,0.005969141,-0.092533237
1.6,2.3,-100.8378368,0.088054974,0.005265232,-0.093320206
1.6,2.35,-100.8373691,0.089375562,0.004647428,-0.09402299
1.6,2.4,-100.8369562,0.090546388,0.004104364,-0.094650752
1.6,2.45,-100.8365914,0.091585228,0.003626281,-0.09521151
1.6,2.5,-100.8362691,0.092507617,0.003204779,-0.095712396
1.6,2.55,-100.8359843,0.093327182,0.002832777,-0.096159958
1.6,2.6,-100.8357324,0.094055656,0.00250432,-0.096559977
1.6,2.65,-100.8355098,0.094703095,0.002214235,-0.09691733
1.6,2.7,-100.8353129,0.095278698,0.001957769,-0.097236467
1.6,2.75,-100.8351389,0.095790844,0.001730696,-0.097521541
1.6,2.8,-100.8349851,0.096246458,0.001529646,-0.097776104
1.6,2.85,-100.8348491,0.096651645,0.001351831,-0.098003476
1.6,2.9,-100.834729,0.097012138,0.00119455,-0.098206688
1.6,2.95,-100.8346228,0.097332897,0.001055278,-0.098388175
1.6,3,-100.8345291,0.097617977,0.000931871,-0.098549848
1.6,3.05,-100.8344463,0.097871251,0.000822439,-0.098693691
1.6,3.1,-100.8343732,0.098096756,0.00072536,-0.098822116
1.6,3.15,-100.8343089,0.098297782,0.000639442,-0.098937225
1.6,3.2,-100.8342521,0.098476257,0.000563689,-0.099039946
1.6,3.25,-100.834202,0.098634314,0.000496863,-0.099131177
1.6,3.3,-100.834158,0.098774818,0.000437504,-0.099212322
1.6,3.35,-100.8341192,0.098900325,0.000384514,-0.09928484
1.6,3.4,-100.8337574,0.105932709,0.000242289,-0.106174997
1.6,3.45,-100.8338997,0.100412172,0.000113542,-0.100525714
