x,y,z1,z2,z3,z4
2.3,3.3,-100.7731008,0.01695656,0.000701958,-0.017658518
2.3,3.35,-100.7730382,0.017039173,0.000623086,-0.017662259
2.3,3.4,-100.7729827,0.017112561,0.00055319,-0.017665751
2.3,3.45,-100.7729334,0.0171777,0.000491326,-0.017669026
2.3,3.5,-100.7728897,0.017235537,0.000436599,-0.017672136
2.3,3.55,-100.7728507,0.017286989,0.000388089,-0.017675079
2.3,3.6,-100.7728162,0.017332967,0.000344926,-0.017677892
2.3,3.65,-100.7723772,0.017929393,-0.000150107,-0.017779285
2.3,3.7,-100.7723908,0.017909218,-0.000136773,-0.017772445
2.3,3.75,-100.7724031,0.017891136,-0.000124733,-0.017766403
2.3,3.8,-100.7724144,0.017874818,-0.000113671,-0.017761148
2.3,3.85,-100.7724246,0.017860397,-0.000103846,-0.01775655
2.3,3.9,-100.7726763,0.017523003,0.000169157,-0.01769216
2.3,3.95,-100.7726612,0.017543916,0.000150191,-0.017694107
2.3,4,-100.7726479,0.01756272,0.000133201,-0.017695921
2.35,0.5,-100.8616472,0.421741625,-0.424076463,0.002334838
2.35,0.55,-100.8941972,0.271558496,-0.273772773,0.002214276
2.35,0.6,-100.914761,0.165400581,-0.167495277,0.002094696
2.35,0.65,-100.9267935,0.089379802,-0.091356941,0.00197714
2.35,0.7,-100.9326869,0.034469637,-0.036332066,0.001862429
2.35,0.75,-100.9339538,-0.001983366,0.002808088,-0.000824723
2.35,0.8,-100.932253,-0.030568828,0.031643848,-0.001075021
2.35,0.85,-100.928226,-0.051100308,0.052449443,-0.001349135
2.35,0.9,-100.9225289,-0.065637545,0.06728532,-0.001647775
2.35,0.95,-100.9156516,-0.075671702,0.077643368,-0.001971665
2.35,1,-100.9079627,-0.082298466,0.084620278,-0.002321812
2.35,1.05,-100.8997413,-0.086330282,0.089030137,-0.002699855
2.35,1.1,-100.8912,-0.088370971,0.091479668,-0.003108696
2.35,1.15,-100.8825016,-0.08886512,0.092418597,-0.003553477
2.35,1.2,-100.8737726,-0.08812989,0.092173049,-0.004043159
2.35,1.25,-100.8651137,-0.086370744,0.090963772,-0.004593027
2.35,1.3,-100.8566096,-0.083677329,0.088905209,-0.00522788
2.35,1.35,-100.84834,-0.080002913,0.085985135,-0.005982222
2.35,1.4,-100.8403923,-0.075179335,0.082061862,-0.006882527
2.35,1.45,-100.832868,-0.069126842,0.077025791,-0.007898949
2.35,1.5,-100.8258653,-0.062152509,0.071086773,-0.008934263
2.35,1.55,-100.8194485,-0.054800205,0.064701846,-0.009901641
2.35,1.6,-100.8136396,-0.047508577,0.058274933,-0.010766356
2.35,1.65,-100.8084293,-0.040537188,0.052062193,-0.011525005
2.35,1.7,-100.8037898,-0.034026012,0.046210719,-0.012184707
2.35,1.75,-100.7996828,-0.028045713,0.040800712,-0.012754999
2.35,1.8,-100.7960645,-0.022624547,0.035869761,-0.013245214
2.35,1.85,-100.7928889,-0.017763904,0.031427832,-0.013663928
2.35,1.9,-100.7901103,-0.01344576,0.027465079,-0.014019319
2.35,1.95,-100.7876845,-0.009638067,0.023957211,-0.014319144
2.35,2,-100.7855698,-0.006300891,0.02087145,-0.014570559
2.35,2.05,-100.7837282,-0.003390054,0.018170308,-0.014780254
2.35,2.1,-100.7821252,-0.000859539,0.015813937,-0.014954398
2.35,2.15,-100.7807302,0.001335346,0.013763118,-0.015098464
2.35,2.2,-100.7795159,0.003236047,0.011981254,-0.015217301
2.35,2.25,-100.7784587,0.004880533,0.010434646,-0.015315179
2.35,2.3,-100.7775376,0.00630307,0.009092664,-0.015395734
2.35,2.35,-100.7767348,0.007533767,0.007928291,-0.015462058
2.35,2.4,-100.7760345,0.00859865,0.006918105,-0.015516755
2.35,2.45,-100.7754233,0.009520386,0.006041591,-0.015561977
2.35,2.5,-100.7748892,0.010318781,0.005280713,-0.015599494
2.35,2.55,-100.7744222,0.011010812,0.004619941,-0.015630753
2.35,2.6,-100.7740134,0.011610942,0.00404598,-0.015656922
2.35,2.65,-100.7736553,0.012131692,0.003547251,-0.015678942
2.35,2.7,-100.7733411,0.012584048,0.003113524,-0.015697572
2.35,2.75,-100.7730651,0.01297756,0.002735855,-0.015713415
2.35,2.8,-100.7728225,0.013320323,0.002406633,-0.015726957
2.35,2.85,-100.772609,0.013619152,0.002119435,-0.015738587
2.35,2.9,-100.7724209,0.013879911,0.001868717,-0.015748629
2.35,2.95,-100.7722549,0.014107802,0.001649543,-0.015757345
2.35,3,-100.7721083,0.014307425,0.001457528,-0.015764954
2.35,3.05,-100.7325973,0.039350206,0.001413991,-0.040764197
2.35,3.1,-100.77048,0.016576263,-0.000514781,-0.016061481
2.35,3.15,-100.7717626,0.014772155,0.001010636,-0.015782791
2.35,3.2,-100.7716726,0.014891423,0.000896085,-0.015787508
2.35,3.25,-100.7715928,0.014996692,0.000795083,-0.015791775
2.35,3.3,-100.771522,0.015089914,0.000705758,-0.015795672
2.35,3.35,-100.7714591,0.015172649,0.000626605,-0.015799253
2.35,3.4,-100.7714033,0.015246096,0.000556472,-0.015802568
2.35,3.45,-100.7713537,0.015311249,0.00049441,-0.015805659
2.35,3.5,-100.7713096,0.01536905,0.000439513,-0.015808563
2.35,3.55,-100.7712704,0.015420447,0.000390855,-0.015811301
2.35,3.6,-100.7712356,0.015466338,0.000347558,-0.015813896
2.35,3.65,-100.7712046,0.015507441,0.000308914,-0.015816355
2.35,3.7,-100.7711771,0.015544269,0.000274428,-0.015818697
2.35,3.75,-100.7711526,0.015577182,0.000243748,-0.01582093
2.35,3.8,-100.7711309,0.015606503,0.000216554,-0.015823056
2.35,3.85,-100.7711116,0.015632603,0.000192478,-0.015825082
2.35,3.9,-100.7710945,0.015655907,0.000171103,-0.01582701
2.35,3.95,-100.7710792,0.015676816,0.000152019,-0.015828835
2.35,4,-100.7710657,0.015695649,0.000134904,-0.015830553
2.4,0.5,-100.8618417,0.422166796,-0.423964158,0.001797362
2.4,0.55,-100.8943811,0.271967696,-0.273661531,0.001693835
2.4,0.6,-100.9149345,0.165793688,-0.167386177,0.001592488
2.4,0.65,-100.9269569,0.089756735,-0.091250541,0.001493806
2.4,0.7,-100.9328403,0.034830592,-0.036228439,0.001397847
2.4,0.75,-100.9342756,-0.005033872,0.00372927,0.001304603
2.4,0.8,-100.9321585,-0.030956283,0.03188551,-0.000929227
2.4,0.85,-100.9281076,-0.051551732,0.052714034,-0.001162301
2.4,0.9,-100.9223844,-0.066156101,0.067573522,-0.00141742
2.4,0.95,-100.9154787,-0.076260661,0.07795594,-0.001695278
2.4,1,-100.907759,-0.082961644,0.084958363,-0.001996719
2.4,1.05,-100.8995124,-0.087561322,0.089577066,-0.002015743
2.4,1.1,-100.8909272,-0.089199348,0.091875953,-0.002676605
2.4,1.15,-100.8821897,-0.089790319,0.092851682,-0.003061364
2.4,1.2,-100.8734176,-0.0891689,0.092653501,-0.0034846
2.4,1.25,-100.8647104,-0.087550582,0.091509771,-0.00395919
2.4,1.3,-100.8561505,-0.085038806,0.089546184,-0.004507377
2.4,1.35,-100.8478143,-0.081595425,0.086759236,-0.005163811
2.4,1.4,-100.8397864,-0.077020008,0.082983963,-0.005963955
2.4,1.45,-100.8321702,-0.071137011,0.078029539,-0.006892528
2.4,1.5,-100.8250733,-0.064208973,0.072061315,-0.007852342
2.4,1.55,-100.8185685,-0.056836028,0.06558465,-0.008748622
2.4,1.6,-100.8126811,-0.049507171,0.059052434,-0.009545263
2.4,1.65,-100.8074022,-0.042498613,0.052739463,-0.01024085
2.4,1.7,-100.8027031,-0.035953087,0.046796962,-0.010843876
2.4,1.75,-100.7985446,-0.029941598,0.041305494,-0.011363896
2.4,1.8,-100.7948821,-0.024492004,0.036302039,-0.011810035
2.4,1.85,-100.7916688,-0.019604945,0.031795725,-0.012190779
2.4,1.9,-100.7888582,-0.015262454,0.027776211,-0.012513757
2.4,1.95,-100.7864053,-0.011432788,0.024218828,-0.012786039
2.4,2,-100.784268,-0.008075858,0.021090213,-0.013014355
2.4,2.05,-100.7824075,-0.005147478,0.018352314,-0.013204836
2.4,2.1,-100.7807889,-0.002601783,0.015964765,-0.013362982
2.4,2.15,-100.7793809,-0.000393886,0.013887709,-0.013493823
2.4,2.2,-100.7781559,0.001517876,0.012083934,-0.01360181
2.4,2.25,-100.7770898,0.003171584,0.010519193,-0.013690777
2.4,2.3,-100.7761615,0.004601769,0.009162292,-0.013764061
2.4,2.35,-100.7753527,0.005838797,0.007985697,-0.013824493
2.4,2.4,-100.7746475,0.006908867,0.006965555,-0.013874422
2.4,2.45,-100.7740321,0.007834865,0.006080946,-0.013915811
2.4,2.5,-100.7734947,0.008636779,0.005313493,-0.013950272
2.4,2.55,-100.7730248,0.009331721,0.004647383,-0.013979103
2.4,2.6,-100.7726137,0.009934286,0.004069077,-0.014003363
2.4,2.65,-100.7722535,0.010457096,0.003566803,-0.014023899
2.4,2.7,-100.7719376,0.010911219,0.003130171,-0.01404139
2.4,2.75,-100.7716602,0.011306273,0.002750105,-0.014056378
2.4,2.8,-100.7714164,0.011650397,0.002418895,-0.014069292
2.4,2.85,-100.7712018,0.011950438,0.002130038,-0.014080476
2.4,2.9,-100.7710127,0.012212278,0.001877933,-0.014090211
2.4,2.95,-100.7708459,0.012441133,0.001657593,-0.014098726
2.4,3,-100.7706986,0.01264161,0.001464595,-0.014106205
2.4,3.05,-100.7705684,0.0128176,0.001295204,-0.014112804
2.4,3.1,-100.7704532,0.012972272,0.001146378,-0.01411865
2.4,3.15,-100.7703512,0.013108279,0.00101558,-0.014123859
2.4,3.2,-100.7702608,0.013227991,0.000900535,-0.014128526
2.4,3.25,-100.7701806,0.013333618,0.000799118,-0.014132736
2.4,3.3,-100.769206,0.014653623,-0.000340877,-0.014312746
2.4,3.35,-100.7692366,0.014604399,-0.000305576,-0.014298823
2.4,3.4,-100.7692639,0.014560574,-0.000274143,-0.014286432
2.4,3.45,-100.7692885,0.014521379,-0.000245861,-0.014275517
2.4,3.5,-100.7693105,0.014486664,-0.000220721,-0.014265943
2.4,3.55,-100.7693303,0.014456468,-0.000198965,-0.014257503
2.4,3.6,-100.7698213,0.013803959,0.000349993,-0.014153952
2.4,3.65,-100.7693644,0.014406947,-0.000163769,-0.014243178
2.4,3.7,-100.7693792,0.014386028,-0.000148966,-0.014237062
2.4,3.75,-100.7693926,0.01436705,-0.000135378,-0.014231671
2.4,3.8,-100.7694048,0.014349921,-0.000122944,-0.014226977
2.4,3.85,-100.7694159,0.014334889,-0.00011203,-0.014222859
2.4,3.9,-100.769426,0.014321901,-0.000102709,-0.014219193
2.4,3.95,-100.7694353,0.014310418,-9.46E-05,-0.01421584
2.4,4,-100.7694439,0.014299903,-8.72E-05,-0.014212736
2.45,0.5,-100.8619896,0.422520843,-0.423867307,0.001346464
2.45,0.55,-100.8945199,0.272308797,-0.27356668,0.001257883
2.45,0.6,-100.9150645,0.166122226,-0.167294112,0.001171887
2.45,0.65,-100.9270783,0.090072429,-0.091161416,0.001088987
2.45,0.7,-100.9329535,0.035133027,-0.036142002,0.001008975
2.45,0.75,-100.9343807,-0.004744617,0.003813306,0.000931311
2.45,0.8,-100.9320768,-0.031285967,0.032090304,-0.000804337
2.45,0.85,-100.9280056,-0.051937217,0.052939335,-0.001002119
2.45,0.9,-100.9222601,-0.066600444,0.067820053,-0.001219608
2.45,0.95,-100.91533,-0.076766885,0.078224405,-0.00145752
2.45,1,-100.9075839,-0.083533072,0.085249699,-0.001716627
2.45,1.05,-100.8993633,-0.089114105,0.09026746,-0.001153356
2.45,1.1,-100.8907136,-0.090702796,0.092540076,-0.00183728
2.45,1.15,-100.8819226,-0.090807099,0.093318034,-0.002510936
2.45,1.2,-100.8731117,-0.090066338,0.093068542,-0.003002204
2.45,1.25,-100.8643628,-0.088568943,0.091980755,-0.003411812
2.45,1.3,-100.8557547,-0.086215569,0.090100111,-0.003884542
2.45,1.35,-100.8473608,-0.08298291,0.08743653,-0.00445362
2.45,1.4,-100.8392616,-0.078652171,0.083813307,-0.005161135
2.45,1.45,-100.8315617,-0.072948398,0.078955875,-0.006007477
2.45,1.5,-100.8243774,-0.066068781,0.072966006,-0.006897225
2.45,1.55,-100.8177911,-0.05867294,0.066400512,-0.007727571
2.45,1.6,-100.8118314,-0.051305164,0.05976691,-0.008461746
2.45,1.65,-100.8064895,-0.044259596,0.053359157,-0.009099561
2.45,1.7,-100.8017359,-0.037681663,0.047332029,-0.009650366
2.45,1.75,-100.7975305,-0.031640972,0.041765386,-0.010124414
2.45,1.8,-100.7938278,-0.026164598,0.036695255,-0.010530656
2.45,1.85,-100.7905802,-0.02125325,0.032130158,-0.010876908
2.45,1.9,-100.7877405,-0.016888524,0.028059037,-0.011170514
2.45,1.95,-100.785263,-0.0130384,0.024456581,-0.011418181
2.45,2,-100.7831051,-0.009663171,0.021289023,-0.011625852
2.45,2.05,-100.7812275,-0.006718714,0.018517794,-0.01179908
2.45,2.1,-100.7795946,-0.004158894,0.016101903,-0.011943009
2.45,2.15,-100.7781748,-0.001938871,0.014001006,-0.012062135
2.45,2.2,-100.7769401,-1.69E-05,0.012177382,-0.012160468
2.45,2.25,-100.7758659,0.001645376,0.010596203,-0.012241579
2.45,2.3,-100.774931,0.003082703,0.009225784,-0.012308487
2.45,2.35,-100.7741168,0.004325584,0.00803815,-0.012363735
2.45,2.4,-100.7734071,0.005400481,0.007009015,-0.012409496
2.45,2.45,-100.7727879,0.006330443,0.0061171,-0.012447544
2.45,2.5,-100.7722474,0.007135595,0.005343722,-0.012479317
2.45,2.55,-100.7717749,0.007833207,0.004672799,-0.012506006
2.45,2.6,-100.7713615,0.008437984,0.004090579,-0.012528562
2.45,2.65,-100.7709995,0.008962637,0.003585112,-0.01254775
2.45,2.7,-100.770682,0.009418324,0.003145863,-0.012564186
2.45,2.75,-100.7704032,0.009814723,0.002763636,-0.012578358
2.45,2.8,-100.7701582,0.010160025,0.002430627,-0.012590651
2.45,2.85,-100.7699425,0.010461113,0.002140263,-0.012601376
2.45,2.9,-100.7697526,0.01072389,0.001886888,-0.012610778
2.45,2.95,-100.769585,0.01095359,0.001665472,-0.012619062
2.45,3,-100.769437,0.011154835,0.001471553,-0.012626388
2.45,3.05,-100.7693061,0.011331518,0.00130137,-0.012632888
2.45,3.1,-100.7691904,0.011486807,0.001151865,-0.012638673
2.45,3.15,-100.7690879,0.011623354,0.001020486,-0.01264384
2.45,3.2,-100.768997,0.01174353,0.000904944,-0.012648474
2.45,3.25,-100.7689165,0.011849546,0.000803101,-0.012652647
2.45,3.3,-100.7688449,0.011943364,0.000713059,-0.012656423
2.45,3.35,-100.7687814,0.012026561,0.000633291,-0.012659852
2.45,3.4,-100.7687249,0.012100347,0.000562635,-0.012662982
2.45,3.45,-100.7686748,0.012165727,0.000500126,-0.012665853
2.45,3.5,-100.7686302,0.012223653,0.000444847,-0.012668501
2.45,3.55,-100.7685905,0.012275099,0.000395859,-0.012670958
2.45,3.6,-100.7685552,0.012320978,0.00035227,-0.012673248
2.45,3.65,-100.7685238,0.012362028,0.000313363,-0.012675391
2.45,3.7,-100.7684959,0.01239876,0.000278638,-0.012677398
2.45,3.75,-100.768471,0.012431544,0.000247743,-0.012679287
2.45,3.8,-100.768449,0.012460718,0.000220354,-0.012681072
2.45,3.85,-100.7684293,0.012486667,0.000196099,-0.012682766
2.45,3.9,-100.7684118,0.01250982,0.000174554,-0.012684374
2.45,3.95,-100.7683962,0.012530605,0.000155301,-0.012685906
2.45,4,-100.7683824,0.012549358,0.000138011,-0.012687369
2.5,0.5,-100.8620987,0.42280667,-0.423784288,0.000977617
2.5,0.6,-100.9151585,0.166386647,-0.167216647,0.00083
2.5,0.7,-100.9330333,0.035376077,-0.036069992,0.000693915
2.5,0.75,-100.9344538,-0.004512597,0.003883165,0.000629432
2.5,0.8,-100.9320059,-0.031566486,0.032263311,-0.000696825
2.5,0.85,-100.9279175,-0.052266664,0.053130658,-0.000863993
2.5,0.9,-100.9221531,-0.066981586,0.068030345,-0.001048759
2.5,0.95,-100.9152022,-0.077202578,0.07845439,-0.001251812
2.5,1,-100.9074335,-0.084026327,0.085500228,-0.001473901
2.5,1.1,-100.8905777,-0.092158988,0.093212044,-0.001053056
2.5,1.15,-100.8817237,-0.092272936,0.09398518,-0.001712243
2.5,1.2,-100.8728534,-0.091225999,0.093600716,-0.002374717
2.5,1.25,-100.8640634,-0.089450236,0.09238674,-0.002936504
2.5,1.3,-100.8554138,-0.087234052,0.090577567,-0.003343515
2.5,1.35,-100.8469699,-0.084191112,0.088025851,-0.00383474
2.5,1.4,-100.838808,-0.080099139,0.084555248,-0.004456109
2.5,1.45,-100.8310318,-0.074585815,0.07981021,-0.005224395
2.5,1.5,-100.8237665,-0.067756761,0.073806156,-0.006049395
2.5,1.55,-100.8171047,-0.060335199,0.067154026,-0.006818828
2.5,1.6,-100.8110785,-0.052928663,0.060423215,-0.007494552
2.5,1.65,-100.8056788,-0.045847253,0.053926105,-0.008078852
2.5,1.7,-100.8008755,-0.039238055,0.047820014,-0.008581959
2.5,1.75,-100.7966273,-0.033170299,0.042184136,-0.009013837
2.5,1.8,-100.7928879,-0.027669673,0.037053121,-0.009383449
2.5,1.85,-100.7896091,-0.022735765,0.032434352,-0.009698587
2.5,1.9,-100.7867429,-0.018350426,0.028316246,-0.00996582
2.5,1.95,-100.7842432,-0.014481792,0.024672948,-0.010191156
2.5,2,-100.7820666,-0.011089763,0.021470008,-0.010380245
2.5,2.05,-100.7801733,-0.008130314,0.018668413,-0.010538098
2.5,2.1,-100.7785274,-0.005557591,0.016226814,-0.010669224
2.5,2.15,-100.7770968,-0.003326467,0.014104298,-0.010777831
2.5,2.2,-100.7758532,-0.001394992,0.012262619,-0.010867627
2.5,2.25,-100.7747718,0.000275221,0.010666538,-0.010941759
2.5,2.3,-100.7738308,0.001719105,0.009283894,-0.011002999
2.5,2.35,-100.7730116,0.002967463,0.00808625,-0.011053714
2.5,2.4,-100.7722977,0.00404684,0.007048972,-0.011095812
2.5,2.45,-100.7716751,0.004980452,0.006150448,-0.0111309
2.5,2.5,-100.7711317,0.005788611,0.005371695,-0.011160306
2.5,2.55,-100.7706568,0.006488679,0.004696408,-0.011185086
2.5,2.6,-100.7702414,0.007095463,0.004110639,-0.011206103
2.5,2.65,-100.7698775,0.007621781,0.003602275,-0.011224056
2.5,2.7,-100.7695585,0.008078856,0.003160649,-0.011239506
2.5,2.75,-100.7692785,0.008476428,0.00277646,-0.011252887
2.5,2.8,-100.7690323,0.008822742,0.002441814,-0.011264556
2.5,2.85,-100.7688157,0.009124714,0.002150078,-0.011274792
2.5,2.9,-100.7686248,0.009388278,0.001895544,-0.011283821
2.5,2.95,-100.7684565,0.009618687,0.001673137,-0.011291824
2.5,3,-100.7683078,0.00982058,0.001478364,-0.011298944
2.5,3.05,-100.7681763,0.00999786,0.001307439,-0.0113053
2.5,3.1,-100.76806,0.010153695,0.001157289,-0.011310984
2.5,3.15,-100.7679571,0.010290735,0.001025347,-0.011316082
2.5,3.2,-100.7678658,0.01041135,0.000909317,-0.011320667
2.5,3.25,-100.7677848,0.010517751,0.000807048,-0.0113248
2.5,3.3,-100.7677129,0.010611903,0.000716633,-0.011328535
2.5,3.35,-100.767649,0.010695382,0.000636539,-0.011331921
2.5,3.4,-100.7675923,0.0107694,0.000565599,-0.011334998
2.5,3.45,-100.7675419,0.010834962,0.000502844,-0.011337806
2.5,3.5,-100.7674971,0.010893027,0.000447353,-0.01134038
2.5,3.55,-100.7674572,0.010944571,0.00039818,-0.011342751
2.5,3.6,-100.7674216,0.010990514,0.000354429,-0.011344943
2.5,3.65,-100.76739,0.011031598,0.000315377,-0.011346975
2.5,3.7,-100.7673619,0.011068345,0.000280522,-0.011348867
2.5,3.75,-100.7673369,0.011101122,0.000249511,-0.011350634
2.5,3.8,-100.7673147,0.011130267,0.00022202,-0.011352287
2.5,3.85,-100.7672949,0.011156165,0.000197676,-0.011353841
2.5,3.9,-100.7672772,0.011179256,0.000176052,-0.011355308
2.5,3.95,-100.7672615,0.011199973,0.000156725,-0.011356698
2.5,4,-100.7672475,0.011218652,0.000139366,-0.011358018
2.55,0.5,-100.8621767,0.423030633,-0.423713775,0.000683141
2.55,0.6,-100.9152236,0.166592733,-0.167151814,0.000559081
2.55,0.65,-100.9272242,0.090523532,-0.091024816,0.000501285
2.55,0.7,-100.9330867,0.035564297,-0.036010173,0.000445876
2.55,0.75,-100.9345017,-0.004333463,0.003941089,0.000392375
2.55,0.8,-100.9326845,-0.033315507,0.032974923,0.000340583
2.55,0.85,-100.9278418,-0.052552161,0.053292564,-0.000740403
2.55,0.9,-100.9220613,-0.067312159,0.068209209,-0.00089705
2.55,0.95,-100.9150927,-0.077580873,0.078650905,-0.001070032
2.55,1,-100.9073045,-0.084455077,0.085715166,-0.00126009
2.55,1.05,-100.8992877,-0.09159912,0.091488369,0.000110752
2.55,1.1,-100.8905121,-0.093526706,0.093874235,-0.000347529
2.55,1.15,-100.8815965,-0.09363723,0.094629825,-0.000992595
2.55,1.2,-100.8726651,-0.092630737,0.094255821,-0.001625084
2.55,1.25,-100.8638135,-0.090687279,0.092965767,-0.002278488
2.55,1.3,-100.8551207,-0.088116626,0.09098829,-0.002871664
2.55,1.35,-100.8466336,-0.085241337,0.088535866,-0.003294528
2.55,1.4,-100.8384169,-0.081377329,0.085214348,-0.003837019
2.55,1.45,-100.8305716,-0.076065166,0.080596273,-0.004531107
2.55,1.5,-100.8232313,-0.069291664,0.07458665,-0.005294985
2.55,1.55,-100.8164995,-0.061842135,0.067849913,-0.006007778
2.55,1.6,-100.8104119,-0.054395568,0.061025252,-0.006629684
2.55,1.65,-100.8049595,-0.04727987,0.054444153,-0.007164282
2.55,1.7,-100.8001108,-0.04064196,0.048265068,-0.007623108
2.55,1.75,-100.7958236,-0.034548756,0.042565402,-0.008016646
2.55,1.8,-100.7920509,-0.029025474,0.03737866,-0.008353186
2.55,1.85,-100.7887437,-0.024071362,0.032711259,-0.008639898
2.55,1.9,-100.7858534,-0.019667301,0.028550501,-0.0088832
2.55,1.95,-100.7833333,-0.015781374,0.024869932,-0.009088558
2.55,2,-100.7811396,-0.012374049,0.021634857,-0.009260809
2.55,2.05,-100.7792321,-0.009401138,0.018805768,-0.00940463
2.55,2.1,-100.7775744,-0.006816438,0.016340756,-0.009524318
2.55,2.15,-100.776134,-0.004575044,0.014198577,-0.009623533
2.55,2.2,-100.7748823,-0.002634975,0.012340576,-0.009705601
2.55,2.25,-100.7737941,-0.000957448,0.010730983,-0.009773535
2.55,2.3,-100.7728476,0.000492582,0.009337223,-0.009829805
2.55,2.35,-100.7720238,0.001745947,0.008130518,-0.009876466
2.55,2.4,-100.7713061,0.002829458,0.007085848,-0.009915305
2.55,2.45,-100.7706803,0.003766488,0.006181297,-0.009947786
2.55,2.5,-100.7701342,0.004577408,0.005397658,-0.009975065
2.55,2.55,-100.769657,0.005279727,0.004718396,-0.009998123
2.55,2.6,-100.7692397,0.005888367,0.004129384,-0.01001775
2.55,2.65,-100.7688742,0.006416193,0.003618373,-0.010034566
2.55,2.7,-100.7685538,0.006874506,0.003174576,-0.010049082
2.55,2.75,-100.7682725,0.007273113,0.002788587,-0.0100617
2.55,2.8,-100.7680253,0.007620302,0.002452444,-0.010072746
2.55,2.85,-100.7678077,0.007923025,0.00215945,-0.010082475
2.55,2.9,-100.767616,0.008187241,0.001903851,-0.010091092
2.55,2.95,-100.7674469,0.008418228,0.001680534,-0.010098762
2.55,3,-100.7672976,0.00862065,0.001484974,-0.010105624
2.55,3.05,-100.7671655,0.008798415,0.001313361,-0.010111776
2.55,3.1,-100.7670487,0.008954701,0.001162605,-0.010117306
2.55,3.15,-100.7669453,0.009092157,0.001030131,-0.010122288
2.55,3.2,-100.7668535,0.009213152,0.000913631,-0.010126783
2.55,3.25,-100.7667722,0.009319903,0.000810946,-0.01013085
2.55,3.3,-100.7666999,0.009414368,0.000720161,-0.01013453
2.55,3.35,-100.7666357,0.009498125,0.00063974,-0.010137865
2.55,3.4,-100.7665787,0.009572382,0.000568509,-0.010140891
2.55,3.45,-100.7665281,0.009638144,0.000505501,-0.010143644
2.55,3.5,-100.766483,0.009696369,0.000449788,-0.010146157
2.55,3.55,-100.7664429,0.009748038,0.000400421,-0.01014846
2.55,3.6,-100.7664071,0.009794079,0.000356498,-0.010150576
2.55,3.65,-100.7663753,0.009835237,0.000317291,-0.010152528
2.55,3.7,-100.766347,0.00987203,0.000282299,-0.010154329
2.55,3.75,-100.7663219,0.009904829,0.000251166,-0.010155995
2.55,3.8,-100.7662995,0.009933977,0.000223567,-0.010157544
2.55,3.85,-100.765984,0.010329838,-0.000122743,-0.010207095
2.55,3.9,-100.7662618,0.009982926,0.000177418,-0.010160344
2.55,3.95,-100.7660052,0.01030461,-0.000103425,-0.010201185
2.55,4,-100.7660146,0.01029392,-9.53E-05,-0.010198607
2.6,0.5,-100.8622297,0.423207821,-0.423654331,0.00044651
2.6,0.55,-100.8947402,0.272968088,-0.273361581,0.000393492
2.6,0.6,-100.9152659,0.16675473,-0.167097819,0.000343088
2.6,0.7,-100.9331192,0.035711358,-0.035960573,0.000249215
2.6,0.75,-100.9345295,-0.004193991,0.003989008,0.000204983
2.6,0.8,-100.9327079,-0.033183511,0.033021189,0.000162322
2.6,0.85,-100.9277772,-0.052798569,0.053429491,-0.000630921
2.6,0.9,-100.921983,-0.067597475,0.068361199,-0.000763724
2.6,0.95,-100.9149993,-0.077907589,0.078818636,-0.000911046
2.6,1,-100.9071945,-0.08482588,0.085899448,-0.001073568
2.6,1.05,-100.8992914,-0.091499641,0.091525117,-2.55E-05
2.6,1.1,-100.890502,-0.094182453,0.094240109,-5.77E-05
2.6,1.15,-100.8815337,-0.094905193,0.095255167,-0.000349974
2.6,1.2,-100.8725437,-0.093918808,0.094875827,-0.00095702
2.6,1.25,-100.8636325,-0.092047801,0.093616484,-0.001568684
2.6,1.3,-100.8548765,-0.089368098,0.09159536,-0.002227262
2.6,1.35,-100.8463451,-0.086150013,0.088975507,-0.002825494
2.6,1.4,-100.8380804,-0.082499782,0.085796288,-0.003296506
2.6,1.45,-100.8301729,-0.077397113,0.08131825,-0.003921137
2.6,1.5,-100.8227632,-0.070682482,0.075311108,-0.004628626
2.6,1.55,-100.8159665,-0.063203833,0.06849182,-0.005287987
2.6,1.6,-100.8098226,-0.055718197,0.061577351,-0.005859154
2.6,1.65,-100.8043219,-0.048569009,0.054917085,-0.006348076
2.6,1.7,-100.7994317,-0.041903994,0.048670311,-0.006766317
2.6,1.75,-100.7951091,-0.035788263,0.042912538,-0.007124275
2.6,1.8,-100.791306,-0.030244564,0.037675126,-0.007430562
2.6,1.85,-100.7879729,-0.025271531,0.032963255,-0.007691724
2.6,1.9,-100.7850607,-0.020850578,0.02876373,-0.007913152
2.6,1.95,-100.7825221,-0.016949469,0.025049467,-0.008099998
2.6,2,-100.7803129,-0.013528111,0.021785127,-0.008257016
2.6,2.05,-100.7783924,-0.010542744,0.018930974,-0.00838823
2.6,2.1,-100.7767238,-0.007947424,0.016444811,-0.008497387
2.6,2.15,-100.7752745,-0.005696775,0.014284842,-0.008588067
2.6,2.2,-100.7740154,-0.003748651,0.012411978,-0.008663327
2.6,2.25,-100.7729211,-0.002064457,0.010790145,-0.008725688
2.6,2.3,-100.7719695,-0.00060891,0.009386336,-0.008777426
2.6,2.35,-100.7711414,0.000649133,0.008171358,-0.008820491
2.6,2.4,-100.7704201,0.001736479,0.007119943,-0.008856422
2.6,2.45,-100.7697914,0.00267659,0.00620992,-0.008886511
2.6,2.5,-100.7692428,0.003490066,0.00542181,-0.008911876
2.6,2.55,-100.7687635,0.004194481,0.004738902,-0.008933383
